,latt,location,long,multi-team,screenName,sentiment,text,userId
707,,Riverfront Square,,False,ClemonsJake,pos,Squad. 💦🔥⚡️ #PokemonGo #TeamMystic #Vaporeon #Flareon #Jolteon #Eevee https://t.co/bPr89WlfyE,246064021.0
708,,"Bedford, TX",,False,ibaesthetic,pos,@chloe_gooz lol no #TeamValor,722475228.0
709,,"Florida, USA",,False,nick_stark21,pos,Our hotel is lit #TeamMystic https://t.co/hzoQTPw0kI,2863858512.0
710,,"Ocean Acres, NJ",,False,KretschmerOwen,pos,"Ladies and gentlemen of team Valor this is what we need more of, true dedication and pride #ValorNation https://t.co/8cat004y5L",2725180520.0
711,,"Illinois, USA",,False,griffgriff33,pos,#TeamValor  https://t.co/z7q2vw3DNc,541303004.0
712,,"Lake Magdalene, FL",,False,cjyal,neg,I liked a boy but he's team Valor so I guess that's over :/,3086984622.0
713,,"Framingham, MA",,False,ElemPenguin,pos,Team Mystic! https://t.co/EN0N1RYO3s,15415888.0
714,,"California, USA",,False,blueberriboi69,pos,your boy been doing some work for #teamvalor https://t.co/lqDwwjpiOy,7.336966656437125e+17
715,,"Halfmoon, NY",,False,MeggyWapp,pos,Happy birthday @Begglesworth hope you are having a great day 😀 #TeamInstinct,445225762.0
716,,"Washington, DC",,False,amandajanekloos,pos,YEAH! Finally won a battle and got a spot in a gym! #TeamValor https://t.co/I1lcrTcMHK,52567675.0
717,,"Houston, TX",,False,cutiepie23_,neg,@astronatt_ not my fault you regret joining team mystic 💁🏻,489527309.0
718,,"Boston, MA",,False,genericyoutuber,pos,@eremgee Team instinct or bust lol.,2612505888.0
719,,"Plainfield, IN",,False,BaileyK_16,pos,I fell into the craze of Pokemon Go... Let's do this #teamvalor,1133872609.0
720,,"Omaha, NE",,False,im_so_aTORable,pos,@habsxtribe REACH LEVEL 5 AND JOIN TEAM VALOR,195969857.0
721,,"Portland, OR",,False,FrancescaTP,pos,I think I only joined Team Instinct because it sounds like the college improv troupe I never had.,574315995.0
722,,"Chula Vista, CA",,False,CrisJayel,neg,I can't take Team Instinct seriously when they leave level 300 or lower Pokemon at the gym nearby.,345715141.0
723,,"Hudson, MA",,False,mikeyflies247,pos,"Being a horseman means having your boys back, so Team Mystic it is @ScottySlade",1131220387.0
724,,"San Jose, CA",,False,_xnathaliep,pos,TEAM VALOR BITCHESSSSS,4889562552.0
725,,"Ohio, USA",,False,Jordan_Luther,pos,@leighcrystal15 team mystic don't get it twisted (blue one),379376379.0
726,,"Panama City Beach, FL",,False,ryanthomas817,pos,Proud champ of the Montego Bay Gym #TeamMystic https://t.co/DuAgaaKjur,1345332354.0
727,,"Albuquerque, NM",,False,MBoss64,pos,Let's go #TeamMystic  @JackFrostMiner  https://t.co/xZJHOmHzfL,3289471038.0
728,,"Huron, OH",,False,AustinWitter21,pos,#TeamValor ✊🏾 https://t.co/N1VOJMSS51,349535109.0
729,,"Philadelphia, PA",,False,kmart93,pos,@EndomorphUsagi #teamMystic,15662714.0
730,,"New Hampshire, USA",,False,ItsGizmoYT,pos,@Racingcatz @PenguinShower #TeamMystic,838164277.0
731,,"Bellefonte, PA",,False,jedF7,pos,I'd like to announce that I signed for team valor,417133331.0
732,,"Ontario, OH",,False,Swifty_Steph,pos,"In case nobody knows this yet, I love @Diangerous18!!! Even if she is Team Valor. 😂 ❤️💙❤️💙❤️💙",878970805.0
733,,"Phoenix, AZ",,False,JumpinWombango,pos,Feels I'm the only one. #TeamInstinct https://t.co/ThhpGkkT1v,1057467404.0
734,-122.2779788,"Alderwood Manor, WA",47.8176638,False,MisterE,pos,First gym capture! #TeamValor #PokemonGo @ Heritage Park https://t.co/D0QZVL6f04,25609734.0
735,,"Brooklyn, NY",,False,Sartorial_Kai,pos,@gottaluvness69 havent been playin much tbh buh i heading out now to fck it up buh im team valor,40971127.0
736,,"California, USA",,False,ayanonamon,pos,Just caught a Squirtle by the ocean. #PokemonGO #TeamMystic 💙 https://t.co/nhMex1Dh1R,7.543915581079675e+17
737,,"Longview, WA",,False,morgieefaaith,pos,anytime I tell someone I'm team instinct they're all like ewwww.,7.24316529316225e+17
738,,"Arkansas, USA",,False,christinalong99,,just passed a car with a Team Valor bumper sticker this is real this is happening,116039124.0
739,,"Monroe, GA",,False,faithhead,pos,I caught one. He's so cuddly #PokemonGO #TeamMystic https://t.co/2zmlOQo8vH,40318038.0
740,,"Georgia, USA",,False,TeamInstinctGA,pos,Over 250 follower 😮 #TeamInstinct you guys are amazing.,7.518820713506652e+17
741,,"Granger, IN",,False,IN_TeamInstinct,pos,"Join Team Instinct, it is the best Team! https://t.co/0byFOzsAv3",7.548126816983695e+17
742,,"Troy, AL",,False,trojanchad,pos,. @doug4troy did you level up and join Team Instinct yet?,15039963.0
743,,"Edgewater, NJ",,False,kellerzz_,pos,When your friends are all team red gym leaders and you're blue and you can't stack the gym up 🙄😂😂 #teamblue! https://t.co/S3alSZio9P,2934611860.0
744,,"Berwyn, IL",,False,BobbyRiice,pos,Wish footprints would start working again! Making hunting difficult. Here's the progress. #TeamInstinct #litbois https://t.co/noaIOQRypl,269723282.0
745,,"Davenport, IA",,False,aprilenewell,pos,@maggetron I'm not strong enough yet but soon!! #TeamMystic,384425606.0
746,,"St Petersburg, FL",,False,alwaystheginger,,"""Hillary Clinton is probably Team Valor."" - my brother",1594572577.0
747,,"Morningside, MD",,False,Elusive_Shades,pos,I'm on team Instinct https://t.co/DijNCnjWzz,2801696512.0
748,-76.0421099,"Virginia Beach, VA",36.864940000000004,False,amadoluna61,pos,Guest @wavechurch get a free Scyther  #teaminstinct #pokemon #pokemongo teampokemoninstinct @… https://t.co/9699R8hwRr,526494396.0
749,,"Pasadena, TX",,False,cutiepie23_,pos,Team Valor puto,489527309.0
750,,"Austin, TX",,False,becky_pontiff,pos,Didn't expect this many people to show up. #PokemonGO #TeamMystic meetup,789923630.0
751,,"Brooklyn, NY",,False,Shatter_Zoro,pos,"@Shatter_Zoro Also, notice the gym with my team #TeamMystic having control over it in the background.",7.415334691473408e+17
752,,"San Antonio, TX",,False,avigaeldavila,pos,team instinct 💪🏼 https://t.co/2C8LUG4lQu,2203003292.0
753,,"Lenexa, KS",,False,mccurrybeast,pos,#PokemonGO #TeamValor https://t.co/hB12Zghs9r,1409336460.0
754,,"Goleta, CA",,False,_____greg,pos,#TeamInstinct running the show around here,1434882133.0
755,,"North Carolina, USA",,False,yodakid100,pos,"Been A Light #PokemonGo Day For Me, But I Did Evolve My Gastly ^_^ #TeamValor ✌ https://t.co/JibvPBAfor",3237760711.0
756,,"Tumwater, WA",,False,ajbettridge,pos,#TeamValor,904940701.0
757,,"Casa Grande, AZ",,False,devhalvie,pos,@Damiensaur @StokedDanny @snarkystarkey @TheShaunDonahue @thatlittlefly @joeynoelle yo. #TeamValor. let's go.,44014403.0
758,,"Minnesota, USA",,False,flamingoobject1,,@theMoneyMatches @Halo he joined team instinct,3238492794.0
759,,"Sunrise, FL",,False,ERC_DLG,pos,@SupaShad smh team mystic all the way,253346322.0
760,,"Pueblo, CO",,False,alec_JT,pos,When you're team mystic and your Eevee evolves into a Jolteon and not a Vaporeon 🙃,1063398698.0
761,,"Denver, CO",,False,Nora_Mermaid,pos,@FinalDraftPJP @argodaemon @JHaller_ @Sond3RSky Sorry GO TEAM INSTINCT!!!!,16486050.0
762,,"Overland Park, KS",,False,BAMayekawa,pos,"This summer, I am taking my talents to #TeamValor. https://t.co/64VNy5EiON",7.381165448115323e+17
763,-95.33291,"Houston, TX",29.73732,False,EGHtown,pos,Team Valor holding it down. #pokemongo #teamred #teamvalor @ Knights of Columbus https://t.co/BBZLbwyng0,9672802.0
764,,"Sellersburg, IN",,False,zachveast,pos,This is just from day 1 (I started over). #TeamInstinct https://t.co/wDll5B9M4w,1564902264.0
765,,"South Eliot, ME",,False,justinmeader,pos,"See? @TheActionBoots fixes shit. Fix your shit, people. Be like Sean. #TeamMystic",14352485.0
766,,"Austin, TX",,False,Jacob_Ruedas3,pos,#TeamValor,548821795.0
767,,"South Eliot, ME",,False,justinmeader,pos,Not like this #TeamMystic https://t.co/gIJ73K7lZi,14352485.0
768,,"San Francisco, CA",,False,juliadjunaidi,pos,Level 20 // Team Valor 🤘🏻,1697156720.0
769,,"Vallejo, CA",,False,liztomaenia,pos,@peachykristeen I'm already team Valor 😂 Lvl and 15 boiiiii. I can't change what I wear tho!,114914515.0
770,,"Orlando, FL",,False,__VIC,pos,#TeamInstinct  https://t.co/Dx6rGbFch3,500261010.0
771,,"South Eliot, ME",,False,justinmeader,pos,Stop fucking up the #TeamMystic logo in your fan art please. It's pointed like this. https://t.co/bxC1QP2L7c,14352485.0
772,,"Paradise, NV",,False,_Sfav98,pos,THE STRIP HAS BEEN TAKEN OVER TEAM: VALOR!🔥💪🏼 We Run Sin City People! https://t.co/A4STz3wbnh,7.402690389205975e+17
773,,"Hilo, HI",,False,HSparkleCupcake,pos,Finally got to level 5 on Pokémon Go! #TeamMystic,3221012359.0
774,-112.02727116,"West Valley City, UT",40.67590817,False,DegausserFtW,pos,I am king of Hunter Ridge Park Gym. #TeamValor #HunterRidgePark… https://t.co/aLjMwtg6DN,308937135.0
775,,"Charleston, WV",,False,Theresa_Dawn,pos,They're everywhere.. hissssss #TeamValor https://t.co/9nY5nkxQWW,1145979942.0
776,,"Columbus, OH",,False,The_Jae_Jae,neg,@Dbuckner25 @PokeballsGo @kirstenmarie__ fuck team mystic 🖕🏽,2724247737.0
777,,"Parma, OH",,False,emilsamalot,pos,Join #TeamValor ✊🏽😎 https://t.co/tHC6KiFX2q,486872054.0
778,,"Bowie, MD",,False,CarelessRichy,pos,@namievol On my way To take that joint over and claim it for team Valor,158081036.0
779,,"San Francisco, CA",,False,iselarivas_,pos,@SwaggMasterWest team valor ya hearddd,317001682.0
780,,"Sleepy Hollow, IL",,False,PinkHeart623,pos,#TeamValor #TeamRed we have our gym back! https://t.co/V1cPwEsw5p,29087526.0
781,,Lucky's Market,,False,MagicandLights,pos,"Didn't make it, but I added some shading and stuff #TeamValor https://t.co/qJAO63DpOv",2802713426.0
782,,"Agnew, Santa Clara",,False,iStricer,neg,HE SMILES! HE SMILES! IT'S A CHRISTMAS MIRACLE IN JULY! :D RT @Nasharchy: Me on my way to fuck up Team Valor's shit https://t.co/Qeryy0QDER,33448971.0
783,-118.506,"Santa Clarita, CA",34.4166,False,Azazel_j,,"""Team Valor""
.
.
.
.
.
.
.
.
.
.
.
.
(#azazelj #edit #bosslogic… https://t.co/0GHwbhgE59",3040650913.0
784,,"Franklin, IN",,False,mystic_IN,pos,Change this! RT and les help the #TeamMysticOH community grow and communicate! #TeamMystic #PokemonGO  https://t.co/C2d7JgXuEq,7.525175758217216e+17
785,,"Brookfield, CT",,False,GCalcavecchio,pos,Anotha one #TeamValor https://t.co/EO9t4iM4rY,2167035160.0
786,,"Gateway, AK",,False,Caleb_Bailey11,pos,#TeamInstinct,2667059376.0
787,,"Indianapolis, IN",,False,T0k3nGaming,pos,3 new Pokémon has hatched and has been added to my roster! Welcome to #TeamValor ! #Indianapolis #PokemonGO https://t.co/gAtS427nQ3,3909477192.0
788,,"Monroe, LA",,False,KyleWithAnN,neg,I'd drop the Team Valor member so fast. https://t.co/pisUrIv1jC,1284858900.0
789,,"New Orleans, LA",,False,WinnRebecca,pos,someone please start a team instinct chat,922182140.0
790,,"Eugene, OR",,False,BILYEU,pos,@PokemonGoApp @Pokemon #TeamMystic #TeamHarmony https://t.co/ownx4DtFso,12247682.0
791,-81.9048,"Olmsted Falls, OH",41.3676,False,mag_nelz,neg,"She's Team Instinct and going to Kent State, but it doesn't mean I love her any less.… https://t.co/o8fmqvq8Sy",348789630.0
792,,"Port Isabel, TX",,False,_irisalexia,pos,@Syke_Aura @Fonzin8er Oh but Team Valor runs all of PI https://t.co/PZpo7VeIlt,2324603995.0
793,,"Sleepy Hollow, IL",,False,PinkHeart623,pos,#TeamValor #TeamRed we have our gym back! https://t.co/KjBkHXvvwu,29087526.0
794,,"Colma, CA",,False,highkeynoteli,pos,@macababbaddie @grantmac21 Team Valor https://t.co/GdZnDRKfWX,1953323731.0
795,,"West Carrollton City, OH",,False,MariahMapes,pos,YAY 🙌🏻 #TeamMystic https://t.co/gWprt4heTX,633444121.0
796,,"Stockton, CA",,False,Anthony_Jared,pos,If you ain't team valor gtfo west side we running this  https://t.co/f5iH7hgJFp,144689311.0
797,,Southlands Mall,,False,newbrokenbritt,pos,#TeamInstinct https://t.co/KUPrnWsZew,48147543.0
798,,"Manhattan, NY",,False,DropDeadPeyton,neg,Team Mystic is a bunch of fuckin nerds!,2822733835.0
799,,"Indianapolis, IN",,False,87ChrisWright,pos,Only reason I chose Team Instinct was because I thought dope stuff would hatch from the eggs. So far all I've gotten is a rattata and eevee,300367769.0
800,,"San Antonio, TX",,False,jlrend,pos,#TeamValor,2858180025.0
801,,"Kingsville, TX",,False,annamarilyn23,pos,#TeamInstinct took over TAMUK 🤗⚡️,1694249664.0
802,,"East Moriches, NY",,False,russellchilo,pos,"I think I speak for all of team Instinct when I say "" u ain't gotta like my team but u gonna respect me""",3076466015.0
803,,"Newport Beach, CA",,False,fuslie,,@AngelsKimi YOURE ON TEAM MYSTIC?! HELLO?!,3013777044.0
804,,"Independence, MO",,False,fortprincipal,pos,@MariaFleming1 I bought in and am now lvl 10 and Team Valor. #pokepressure,1183624524.0
805,,"Manteca, CA",,False,bbglorraine,pos,@ofckyla its a good thing we're team valor 😂😂 https://t.co/54eQvGjDgN,7.016773694891418e+17
806,,"Munhall, PA",,False,conroy_120,neg,@MissinInActionn is someone salty they are on team mystic???😳😳🤔🤔,515070069.0
807,,"Cranston, RI",,False,sarahannbliss,pos,Representing Team Valor in the rain https://t.co/yEbk7yVB4i,114614129.0
808,,"Cherry Hill, NJ",,False,GahTexas113,pos,@YourKazekage team instinct ✊🏽 you're not alone!,521022120.0
809,,"Bolingbrook, IL",,False,_RyuHai,pos,At least Team Instinct control almost all the gym in Bolingbrook 😤 https://t.co/pHXyu3cQur,146041067.0
810,-87.62266667,"Chicago, IL",41.88270833,False,shinobiwan23,pos,The gym has been overtaken. #teamvalor #pokemongo #pokemon @ Millennium Park https://t.co/ufrXoMKcKy,33564233.0
811,,"North Haven, CT",,False,nightmare17xx,pos,Almost got hit by a car today trying to get a spearow #PokemonGO #Spearow #teamvalor,3794778327.0
812,,"Ohio, USA",,False,skippdogg1,pos,Team mystic 💎💠🌀,3245056912.0
813,,"Agnew, Santa Clara",,False,iStricer,pos,"@Nasharchy Go fuck 'em up. Represent Team Mystic, you.",33448971.0
814,,"Milledgeville, GA",,False,CaytonPoop,pos,#TeamValor,2633083918.0
815,,"Scottsdale, AZ",,False,snarkystarkey,neg,@StokedDanny @TheShaunDonahue @thatlittlefly @joeynoelle Oh god you're #TeamInstinct aren't you Danny? 😉,862877546.0
816,,"Indiana, USA",,False,youngxmessiah,pos,#TeamValor,2977456947.0
817,,"Paradise, NV",,False,MadixLaine,pos,@bitchwhayur Offended because I'm Team Mystic. 😒,534850274.0
818,,"Chicago, IL",,False,ellayellay,pos,Team Valor is dominating Chicago's Loop right now ❤️,1689465144.0
819,-86.1393585,"Indianapolis, IN",39.7521706,False,irvagirl,pos,Looks like #teaminstinct has control over here. @ Artistic Skin… https://t.co/E7suvP8AYG,882101214.0
820,,"Los Angeles, CA",,False,jettsteiger,pos,#TeamMystic Is The Pokémon Go Faction Of Choice 🌀 https://t.co/1qskRqtbY8,21016318.0
821,,"San Diego, CA",,False,KingAbulencia,pos,o shit waddup cuhtterfree  #TeamMystiC https://t.co/8LuDtWAkk3,4917835693.0
822,,"Dallas, TX",,False,psvlockes,neg,further more proving my point that team mystic is SUS  https://t.co/DrTlhY1Qwn,920198336.0
823,,"Pflugerville, TX",,False,young_choppa27,pos,Hell yea team valor where's it at,2817182102.0
824,,"Warren, MI",,False,MikeMerosu,pos,Fuck it #TeamInstinct,1261005246.0
825,,"Austin, TX",,False,s_desert2,pos,@SupremePleb team valor,2808042499.0
826,,"Oklahoma, USA",,False,GM__11,pos,Team mystic underrated,1033990538.0
827,-81.03098965,"Rock Hill, SC",34.93866154,False,gerab2004,pos,#PokemonGo #TeamMystic #Blue #PokeStops #AllOver #Woah @ Winthrop University https://t.co/g2oRFIYGhE,62670126.0
828,,"Dixon, CA",,False,Poetic_Freedom_,neg,Lol sucks for whoever is #TeamMystic #TeamMissDick https://t.co/4ddcz0CdjA,1492004814.0
829,,Addenbrooke Park,,False,MetalOTM,pos,#TeamValor #PoGo #Outside #Walking #GotToCatchThemAll #Headshots https://t.co/K3Zu6V5GJG,2927199115.0
830,-89.78018057,"Memphis, TN",35.14227,False,JessykaCrazyBat,pos,Became a #PokemonGo #PokemonGymLeader for the first time.  Took it for #Valor and held it for 5… https://t.co/9zWfDmPtVi,2371516496.0
831,,"Boston, MA",,False,NonProphet_,pos,"Made the right choice. 
Team Instinct.  https://t.co/4x8jiF7FAP",3192720511.0
832,,"San Francisco, CA",,False,Beautyboxninja,pos,"Gotcha!!!! 
#Pikachu #PokemonGO #valor https://t.co/cqBt98158E",7.192850206706237e+17
833,,"Queens, NY",,False,saenzr03,pos,#TeamValor @PokemonGoApp !!! #Red,2172161252.0
834,,"Yonkers, NY",,False,shane063,pos,And #TeamValor https://t.co/j4MqEdeLMY,2891381022.0
835,-89.155,"Antigo, WI",45.14416667,False,Hollenhund,pos,"#TeamZapdos #teaminstinct #pokemongo Represent! @ Antigo, Wisconsin https://t.co/sJVMxCaOCq",178353492.0
836,,"Ozone Park, Queens",,False,AmaSan25,neg,lmao RT @reys_gf: wanna hear a joke ?????? team instinct,25451704.0
837,,"Yonkers, NY",,False,shane063,pos,#TeamMystic https://t.co/oz6K0ONrzP,2891381022.0
838,,"Yonkers, NY",,False,shane063,pos,#TeamInstinct https://t.co/xcW6NSbCOv,2891381022.0
839,,"Auburn, WA",,False,TimFromPuyallup,pos,Gah! They've infested @EmeraldDowns ! The gym's changed 4 times in 40 minutes. #PokemonGO #TeamValor https://t.co/IGnd3azXoH,2592418218.0
840,,"Hudson, FL",,False,brittaams,pos,I was looking for a Snorlax but hatched this guy instead #PokemonGO #TeamInstinct https://t.co/uPD5exrnwf,1969836079.0
841,-118.49535733,"Santa Monica, CA",34.01122612,False,christyxcore,pos,Nice to see some Instinct represent in' out here! #pokemonGO #TeamInstinct https://t.co/QwbyBfCRGQ,5644342.0
842,,"California, USA",,False,me_iamanthony,neg,when you find out they're team mystic https://t.co/J2wsYP8222,297048035.0
843,,"Tampa, FL",,False,Danny_Anime1,pos,Start RT this ! #Instinct  https://t.co/0qEu0pCu8c,3307782563.0
844,,"Great Falls, MT",,False,Vitamin_Z64,pos,@SashaBanksWWE is #TeamMystic?! She just keeps getting better and better. #PokemonGO,499333961.0
845,,"Gilbert, AZ",,False,Clout94,pos,Handing  out free chipotle coupons to all the #TeamMystic trainers I find catching Pokemon today :),2148420692.0
846,,"San Jose, CA",,False,ThatFatHoodlum_,pos,@BASEDJESUS lies sj ran by team instinct,558700184.0
847,,"Myrtle Beach, SC",,False,ZoeKauffer,pos,My sexuality is team valor,2555606814.0
848,,"Lovejoy, GA",,False,chhastity,pos,team valor in dih bih https://t.co/qAXriyfz6t,123718758.0
849,,"Amherst, NY",,False,htlsam,pos,everyone at work keeps calling me team valor scum 🙄,888048595.0
850,,"El Paso, TX",,False,ant4beastin,pos,#TeamValor #PokemonGO https://t.co/MY3LwrHGYf,576792029.0
851,,"Manhattan, NY",,False,lowkeypastel,pos,#TeamInstinct 💛💛💛💛 https://t.co/3ou8TR7wGD,1081953842.0
852,,"Centerville, UT",,False,L_Gib,pos,@NateDoggArfArf who tf is the yellow team?? #NoOneCares #TeamValor https://t.co/zXk05anvPP,355259894.0
853,,"Southaven, MS",,False,dj_royal00,pos,Ob park 7 o'clock be there #TeamMystic,7.373026743837204e+17
854,,"Little Elm, TX",,False,BrendanRubyy,neg,If you're on team instinct you're dirty,1287211453.0
855,,"Little Elm, TX",,False,BrendanRubyy,pos,Like what's going through someone's head when they don't choose team valor,1287211453.0
856,,Logan's Roadhouse,,False,girlfromtheburg,pos,When you're this close to a gym inside the restaurant and wished ur server seated you two tables down...#teamvalor https://t.co/av7XQbSkC7,4842662169.0
857,,"Scottsdale, AZ",,False,snarkystarkey,neg,@thatlittlefly @joeynoelle Just remember that Joey is going to try and poison you with #TeamValor propaganda. Don't let her. 😉,862877546.0
858,,"Westwood, MA",,False,AG1351,pos,#teamred (sorry @curious__J0RGE ),268928482.0
859,,"Menifee, CA",,False,yungryvn,pos,Team valor all the way https://t.co/muce5Z8FSM,1558751750.0
860,-71.96646199999999,"Mystic, CT",41.354265600000005,False,tmj_cte_retail,pos,"Can you recommend anyone for this #job? https://t.co/MGfDQ6vLXX #Retail #Mystic, CT #Hiring #CareerArc",28706343.0
861,,"Everett, WA",,False,davidrobots,pos,"I just picked Team Mystic

Did I do it right",16535125.0
862,,"Del Aire, CA",,False,lickmysocktan,pos,Yup team valor 💪🏼 https://t.co/rfgB6Qxn6p,1657127389.0
863,,"Florida, USA",,False,KristyneMarie,pos,So this hatched. 😍 #PokemonGO #TeamMystic https://t.co/odr7bEMOfb,57814803.0
864,,"North Carolina, USA",,False,ChiefTonto17,pos,@Bosslogic I think the team valor picture is sick tbh,142874400.0
865,,"Mesquite, TX",,False,Matt_Abernathy,pos,@Megzilla87 follow your heart! (to team mystic),165673510.0
866,,"Chicago, IL",,False,NavyCIown,pos,About to catch some Pokemon #pokemonGo #TeamMystic,3041827515.0
867,,"Pittsburgh, PA",,False,cclawson5,pos,Hell yeaaaaa #TeamMystic  https://t.co/rqF1paA9hO,1218295608.0
868,,"Tucson, AZ",,False,ChrissToeFer,pos,Just took over the gym at A mountain! Come test a real one #TeamMystic,746163433.0
869,,"Columbus, OH",,False,limewiredotcom,pos,"⚡️Sincerely,
Ironic In Ohio

#TeamInstinct
#PaintItYellow
#PokemonGO
#RoadTripLife https://t.co/imiHmqaNtb",16943185.0
870,,"Inkster, MI",,False,FireUpTune,pos,We can ride on that bitch #GangGang #HitEmWithSomeThunder #TakeThatBlueShitOffYoFace #TeamValor  https://t.co/ZGSwRm1hq7,4431761439.0
871,,"Missouri, USA",,False,SteboMoore,pos,RT for Team Instinct #TeamInstinct,732006499.0
872,,"Arlington, VA",,False,__F72X,pos,#TeamMystic finally😍 https://t.co/cnIUo8cDPX,936670416.0
873,,"Georgia, USA",,False,LordCongaman,,TRUE AF! I regret #TeamMystic now cause of @KEEMSTAR  https://t.co/kmo5iu1CuK,2480620159.0
874,,"Pico Rivera, CA",,False,HeyGorgeous86,pos,"@ToriheiYakitori just candy,  I have much higher ones.  Go #TEAMMYSTIC!",7.392616152965202e+17
875,,"Gardena, CA",,False,zindylust,pos,team instinct wyaa? 💛,1706697326.0
876,,"Munhall, PA",,False,conroy_120,neg,If you join team mystic do you get a complementary box of tampons and pads and also directions to get your dignity back??? #PokemonGo,515070069.0
877,,"Buena Park, CA",,False,Kozai_44,pos,#TeamMystic #PokemonGO,2822827273.0
878,,"Beaverton, OR",,False,MommyMcNuggets,neg,"Madys team instinct, bully her.",7.54058247443583e+17
879,,"Bismarck, ND",,False,dcmacnut,pos,White male seeks Clefairy. Serious inquiries only. #TeamInstinct #PokemonGo,15519845.0
880,,"Boynton Beach, FL",,False,DallasProdigy83,pos,Just found out that @SashaBanksWWE rolls with #TeamMystic aka the best team to be on in #PokemonGO 👊🏽,36091501.0
881,,"Tennessee, USA",,False,Noah_Houck23,pos,#TeamMystic,153288391.0
882,,"Madera, CA",,False,smokeyyy18,pos,When your friend ain't on the same team as you 🙄 #teamvalor @PokemonGoHub https://t.co/pV4jWu8KEC,2957857710.0
883,,"Chicago, IL",,False,_Peter_Parker,pos,"For Team Mystic, servers are up. Team Instink and Valoser disregard",411047217.0
884,,"Anaheim, CA",,False,ZachMartin619,pos,As soon as I can change teams I'm going to Team Mystic,347574326.0
885,-95.387,"Spring, TX",30.0541,False,princessve84,pos,"#aboutlastnight #levelup #7 #teammystic 💙💙💙📲🎮👾 @ Spring, Texas https://t.co/FNL9AREUaP",43955751.0
886,,"Illinois, USA",,False,S0FTERSIN,pos,@pogocoapp #TeamMystic is the best @Pokemon Team. 💙 #PokemonGo #Pokemon #TeamBlue https://t.co/n2qspsg1E3,160001035.0
887,,"Lower Burrell, PA",,False,TheOliviaJadee,pos,#teamvalor https://t.co/WcKr1TC4YH,562635438.0
888,,"Bronx, NY",,False,amjay718,pos,If your #TeamValor RT https://t.co/IWlfIfwePv,1542347431.0
889,,"Anaheim, CA",,False,ZachMartin619,pos,#TeamInstinct Gym at Angels Stadium 👀🙌🏻 https://t.co/4BNybTRydA,347574326.0
890,,"Kendall, FL",,False,HUNGRYxB3AR,pos,"Thinking of making Team Valor shirts. Please send font ideas, inspiration, ideas, thoughts.
Please RT too.",124542659.0
891,,"Lafayette, IN",,False,p3nny_dr3dful,pos,You should join TEAM MYSTIC https://t.co/oY1N6Ws5iW via @Magiquiz,7.418550383567626e+17
892,,"Florida, USA",,False,KristyneMarie,pos,@JoeyDL THIS REACTION PROVES MY POINT. #TeamMystic,57814803.0
893,,"Colorado, USA",,False,redtuxedoh,pos,I'm sorry I had to team mystic ftw  https://t.co/EoaIn1sbJo,3283810375.0
894,,"Apex, NC",,False,carlygross_,pos,@maxgoolsbeyy team instinct rules,2887425641.0
895,,"South St Paul, MN",,False,tylerrandall2,pos,@stinkypinky96 @JesseMunos @PokeIife lol #TeamInstinct,378670082.0
896,,"Bloomington, MN",,False,chef_oso,pos,@mallofamerica  #TeamMystic  is in DA HOUSE!!!!,201150701.0
897,,"California, USA",,False,kawaiimaelol,pos,@mooseonskates C'mon Moose I'm #TeamMystic,3334408513.0
898,,"Wylie, TX",,False,ChanChan700,,Why is everyone and their mom on Team Valor 💀,72412885.0
899,,"Gainesville, VA",,False,LaurenBShreve,pos,"@retireddruid @PoodleCorp thank heaven, now you still join #teamvalor !",288367461.0
900,,"Plant City, FL",,False,GRJ_98,neg,"@morgthevamp @hoezodiacs this cancer is Team Valor, bye ✌🏽️✌🏽",201058991.0
901,,"Mounds View, MN",,False,DaveyDankz,pos,Canada's the cause of the server crash.. South Park saw it coming #BlameCanada #PokemonGO #TeamMystic 4 Lyfe https://t.co/o4ZBUI6L40,2882644716.0
902,,"Prescott, AZ",,False,Robiinio67,pos,@Preston103 if you didn't choose team valor you're cut off,433899617.0
903,,"Sherman, TX",,False,skyeblujohnson,,Team instinct (yellow) is a rare Pokémon in itself.,757947553.0
904,,"Texas, USA",,False,TeamMysticAUSTX,pos,I'm not getting paid to promote this store. I'm just a satisfied customer. #TeamMystic #PokemonGO https://t.co/IyNxiu6yDg,7.519757181840384e+17
905,,"La Mirada, CA",,False,heartxtattoo,neg,"Welp, I was going to join Team Mystic but I don't want to be part of anything Blood On The Dance Floor is part of. https://t.co/abZgVHsL8Q",276708586.0
906,,"Louisiana, USA",,False,TooDopeWithHope,pos,"RT @espn: Sources have confirmed, elite prospect @TooDopeWithHope has signed with Team Mystic. https://t.co/Sf34keSpZm",80185714.0
907,,"Durham, NC",,False,just_icerun10,pos,@alphonsosharon join #teammystic,1048713763.0
908,,"California, USA",,False,HarrisonSpence1,pos,#TeamMystic ftw,1199168540.0
909,,"Texas, USA",,False,TeamMysticAUSTX,pos,If anyone happens to be visiting Austin make sure to stop at the Barton Creek Mall. They have a pokemaniacs store. #PokemonGO #TeamMystic,7.519757181840384e+17
910,,"Ohio, USA",,False,15_Stanton,pos,When the server is still down but you're trying to be the very best😂😂 #TeamValor #PokemonGO https://t.co/gVk96iaDXf,1633435772.0
