,latt,location,long,multi-team,screenName,sentiment,text,userId
974,,"Dallas, TX",,False,B1ack_Lightning,pos,Team Instinct #BadPokemonNames,2260639200.0
975,,"Chicago, IL",,False,Dethryuger,pos,The #PokemonGoChi meetup is definitely putting a strain on the already weak servers. #TeamMystic,27032232.0
976,,"Chicago, IL",,False,pmmmooney,pos,#TeamMystic #WinterIsComing https://t.co/2sLFeJzsty,77398268.0
977,,"Spring Lake Park, MN",,False,DaveyDankz,pos,Me and the homie @laserjesus just wasted 2 lures 😡😠😭 #PokemonGO #MPLS #TeamMystic 4 Lyfe,2882644716.0
978,,"Bloomington, MN",,False,samwright32099,pos,Go team Valor lolollllll #PokeGo,3086053034.0
979,,"Coconut Creek, FL",,False,_JGarcia1,pos,You should join TEAM MYSTIC https://t.co/BLkxljMYxM via @Magiquiz@,1927771452.0
980,,Dallas Arboretum and Botanical Garden,,False,JustRojas,pos,Reppin that #TeamMystic at the @DallasArboretum today. #PokemonGO https://t.co/Tn27xXFBps,115740425.0
981,,"Fort Myers, FL",,False,TurtleTweets103,pos,This happened today.... #SundayMorning #GymTakeover #GymBattle #PokemonGO #TeamInstinct #TeamYellow https://t.co/cfKK2YiRuq,242324953.0
982,,"Virginia, USA",,False,KartLocMama,pos,@PokemonGoApp  why create it for other countries when you can't even keep the servers running in #USA??? Sincerely #MadPoGOMaster #TeamValor,4926341573.0
983,,"Tulsa, OK",,False,Budwick_Von_Rad,pos,Just found out that @SashaBanksWWE is team Mystic! Just another reason to love her!,2450997972.0
984,,"Boyes Hot Springs, CA",,False,Beautyboxninja,pos,U know U play 2 much #pokemongo when this symbol looks like a new #faction #pokemon #valor @PokemonGoApp @Pokemon https://t.co/a8W5lhADEH,7.192850206706237e+17
985,,"Paramount, CA",,False,DriinKiing_,pos,#TeamMystic meet up at the pike y'all,740098284.0
986,,"Madison, MS",,False,Shannonlocke02,pos,#TeamValor  https://t.co/OuGB49jfym,2260648986.0
987,,"Lapeer, MI",,False,stevenromolino,pos,Feels good to be home #tacobell #TeamMystic https://t.co/oui7HJNaUN,2352379908.0
988,,"Santa Monica, CA",,False,RiotFanci,pos,#TeamInstinct is ddosing the severs so they can hold this Gym at the Pier... We have nothing but time yellow. Nothing but time. #PokemonGO,4300726763.0
989,,"West Whittier, CA",,False,Bucketzmike,pos,You should join TEAM VALOR https://t.co/45iJih0vcR via @Magiquiz,2622779438.0
990,,"Bronx, NY",,False,rtorres81,,@cjammet @AJEnglish all this time I thought you were #TeamValor.,11750582.0
991,,"Hampton, VA",,False,RayJackson_,pos,Lmao #TeamInstinct  https://t.co/Noe1tP5PQZ,2742446408.0
992,,"Malden, MA",,False,Onii_Chin_Chin,pos,@DietLimeade I took most of the gyms near my town square and some random dude pulled up to me and screamed FUCK TEAM MYSTIC,3419203078.0
993,,"Hope Mills, NC",,False,_kiddflight,pos,Servers go down once again 🙄🙄🙄 #TeamMystic,2573101378.0
994,-73.99058486,"Manhattan, NY",40.7356144,False,cjammet,pos,Showing my #TeamMystic colors during my interview about #pokemongo with @ajenglish @ Union… https://t.co/lBUm4BoyJP,9836742.0
995,-73.90722273,"Brooklyn, NY",40.69227132,False,aphrospice,pos,"5km egg hatch! #Psyduck #PokemonGo #TeamInstinct (@ Zeneida Deli in Brooklyn, NY) https://t.co/t7AWKRGZvM https://t.co/fDdSjI9BIU",16290855.0
996,,"San Bernardino, CA",,False,FuckMartian,pos,Team Valor starter pack https://t.co/QqsnU33cK1,491850018.0
997,,"Overlea, MD",,False,K8Glendon,pos,"Lol went walking to a pokestop w josh &amp; these people asked what team we were, they got so excited when we said Team Valor lmao",1029636584.0
998,,"Alton, IL",,False,kelseykutterr,pos,@Pskjerseth66 pokemonkelso- team instinct at your service.,345663084.0
999,-73.90750200000002,"Brooklyn, NY",40.692539,False,aphrospice,pos,5km egg hatch! #Psyduck #PokemonGo #TeamInstinct @ Zeneida Deli https://t.co/QlAwVJ2xgZ,16290855.0
1000,,"Los Angeles, CA",,False,jenivitsol,pos,Team Valor look at my hair? Lol that's not why I dyed it.,300051410.0
1001,,"Salem, VA",,False,sugarlustx,pos,Catch of the Day :) #Kabuto #PokemonGO #Pokemon #TeamValor https://t.co/8CveYzJmqq,20636918.0
1002,,"Clarksville, IN",,False,BayleePulliam,pos,#TeamMystic #louisville https://t.co/mRQU8IijqD,180609590.0
1003,,"Arizona, USA",,False,Jeckedy,pos,Fav if team instinct,2975673407.0
1004,,"Utah, USA",,False,Drwolpert,pos,@KXCMiles #TeamMystic,364853113.0
1005,,"Hialeah, FL",,False,fuckagawea,pos,I've only been out for an hour today.... #TeamInstinct #PokemonGO https://t.co/iO8mFkdpuI,379368130.0
1006,,"North Muskegon, MI",,False,gilliansosassy,neg,@anniiikkkkaaa team instinct??? I'm sorry but I don't think we can be friends anymore,261691635.0
1007,,"Marietta, OH",,False,katiespurling,pos,"Hahaha, heck yes! But that hashtag is whack, because #TeamValor 😂 https://t.co/jyiXG9V5O8",2437449138.0
1008,,"Tamiami, FL",,False,phazon_elite,pos,#TeamMystic https://t.co/JvkzCI4Q37,1109773476.0
1009,,"Lodi, CA",,False,KyleThePug,pos,Well the votes are in after four days. Looks I'll be joining #TeamMystic after I get the @PokemonGoApp one way or another. #Articuno,3319394652.0
1010,,"Franklin, IN",,False,mystic_IN,pos,Only 50 shy of 200! So close! Thank you all so much for the awesome community support. Love our #TeamMystic family! #PokemonGO #TeamMysticIN,7.525175758217216e+17
1011,-80.849011,"Charlotte, NC",35.227988,False,xXBraveShadowXx,pos,#Pokemon #PokemonGo #TeamValor This is the first event for the Pokémon Go community it was an… https://t.co/kMzEseL4Ef,101022130.0
1012,,"San Antonio, TX",,False,RetroMP4,pos,@jermysak @tumadre2108 awe shit about to take it back #TeamMystic,632600742.0
1013,,"Irving, TX",,False,JAYrios91,,So all my friends are team instinct and my roommate has been trying to convince me to join 🤔 but I'm already level 20 🤔🤔🤔,325323588.0
1014,,"New York, USA",,False,TehRockHD,,https://t.co/SUwzUgJN9l,202000348.0
1015,,"Fairview, TX",,False,H_Geosits,pos,If you're not on team mystic what's the point,2273858394.0
1016,,"San Diego, CA",,False,BOTN_Pixie,pos,@Laggin24x #TeamValor,392903622.0
1017,,"Margate, FL",,False,InnocentSinful,pos,@KinsZilla love the hat but I'm on Team Valor. 😎,20291171.0
1018,-98.4589386,"San Antonio, TX",29.5051098,False,HeelingSole,pos,VICTORY!! The #CarouselCourt #pokegym was just turned back to #TeamBlue and #teamMystic when… https://t.co/S1J1c8FJkb,28115611.0
1019,,"Alma, MI",,False,MG_MEGALODON,pos,Retweet and smash that like button if you are apart of Team valor!! https://t.co/Gfx9jSki9Z,7.431123520826327e+17
1020,,"Florida, USA",,False,LionessAriel,pos,@PokebalIGo lol this is cute! #TeamValor ftw tho!,146736785.0
1021,-87.62266667,"Chicago, IL",41.88270833,False,artbycruz,pos,Pokemon Go Chicago meet up #pokemongo #teamvalor #silphroad #pokemon @ Millennium Park https://t.co/vD1xXX4Xy6,76864325.0
1022,,"St Ann, MO",,False,thenolan,pos,Slowly getting to where I can make #TeamMystic proud. #PokemonGO https://t.co/b5QzRi4Vzd,143169494.0
1023,,"Michigan, USA",,False,nicschauby14,pos,I dont mess with team valor,758517247.0
1024,,"Ventura, CA",,False,DR_DRE_a,pos,Is there a team valor sweater I could buy bc I'll take 20,153676685.0
1025,,"Arizona, USA",,False,Kat_Tazioli,pos,"I want a #TeamInstinct car decal. 
⚡💛⚡💛⚡",21934590.0
1026,,"San Mateo, CA",,False,KnitsforLife,,Spotted #TeamMystic stencil in @CityofSanMateo yesterday. #PokemonGO #StreetArt https://t.co/0rUliZbMP9,265153914.0
1027,,"St Petersburg, FL",,False,Alright_RyRy,pos,#PokemonGO #TeamValor https://t.co/CPaFEgpd1u,2648956127.0
1028,,"Malden, MA",,False,JoseDaSilva_7,pos,Team Mystic is family. Facts,345172273.0
1029,,"Alma, MI",,False,MG_MEGALODON,pos,In the darkest night we are the flame so join and keep it burning!! #TeamValor,7.431123520826327e+17
1030,,"Otto, MO",,False,GeannaKay,pos,"#TeamValor baby! 

You should join TEAM VALOR https://t.co/T1UQmX5KOH via @Magiquiz",34102821.0
1031,,"Hills and Dales, OH",,False,bbarabasch1,pos,Anyone on team mystic on Pokemon Go give me a call,1431976686.0
1032,,"St Petersburg, FL",,False,BWhip42,pos,Yellow team showing up strong at Tyrone #instinct #protectthishouse,544824454.0
1033,,"Guilford, CT",,False,Jaymee_Perry,pos,I joined Team Mystic. Did I make the right choice?,19827440.0
1034,,"Round Rock, TX",,False,mirandeaux,pos,#TeamMystic,735666132.0
1035,,"Indianapolis, IN",,False,katiekae152,pos,Won my first gym battle! #PokemonGO #TeamMystic https://t.co/l1ZOyMSxfo,7.51891141017174e+17
1036,-89.24120307,"Carbondale, IL",37.73004341,False,Jordan_A_Duncan,pos,#teammystic #mystic #pokemongo #baebirthday @dennysdiner @ Denny's https://t.co/3LczgRanQ7,2887368071.0
1037,,"Vallejo, CA",,False,Ferrariboots14,pos,@princessssjayyy MOMMY NOOOOO!!😭😭. What a horrible choice dude ☹️.#TeamValor,2872099262.0
1038,,"Martinsville, IN",,False,brycemduncan,pos,@JasmineGillham #TeamInstinct,547833061.0
1039,,"Santa Cruz, CA",,False,_cathaines,pos,Rad! Rad! Rad!!! #teammystic https://t.co/lvcKlDjDF2,24045908.0
1040,,"Queens, NY",,False,_EricHu,pos,Update: Joined Team Valor. Where my valor hedz at,16753852.0
1041,,"Milwaukee, WI",,False,TheyLikeBigMike,pos,Are they gonna make tees for these different teams..?? #PokemonGo #TeamValor,34844465.0
1042,,"Milwaukee, WI",,False,TheyLikeBigMike,pos,#TeamValor,34844465.0
1043,,"Grand Rapids, MI",,False,chrizferrer95,pos,@Izaac_Here @_Revalations_ #TeamInstinct 👊🏼,865667946.0
1044,,"Storrs, CT",,False,Schrockwell,neg,OH: “Team Mystic? More like Team Mistake.” #pokemongo,5730812.0
1045,,"Orlando, FL",,False,Moriahsmakeup,pos,YAS #TEAMVALOR https://t.co/LX7nxyw4UB,7.442381893013463e+17
1046,,"Vallejo, CA",,False,Ferrariboots14,pos,I love how Pokemon GO brings people together. Everyone just has a great time and create good vibes 😌👌🏾#TeamValor 🔴🤘🏾,2872099262.0
1047,-122.11412064,"Los Altos, CA",37.40027357,False,cl139,pos,My first lure good luck everyone #TeamInstinct https://t.co/zQQdakumWB,909450656.0
1048,,"California, USA",,False,jordynyarker,pos,Yes! Join #TeamValor #TeamRed !!!  https://t.co/yFSuMJqdOi,90296881.0
1049,,"Leitchfield, KY",,False,Ricard0Menchaca,,I saw an older lady with a Red Cross pinned to her chest and I seriously thought she was team valor...,422155849.0
1050,,"Weatherford, TX",,False,Bree_Shaye,pos,Everything that's going on is making me scared for my family..😔 #teamblue,955883262.0
1051,,The Chudnow Museum of Yesteryear,,False,ChudnowMuseum,,"Team #Valor took over our gym, so we're now as red as this antique gas pump! #PokemonGO https://t.co/PocIDPO9P9",353773959.0
1052,,"South Carolina, USA",,False,__cpgc,pos,#TeamValor  https://t.co/r34qzPYSrh,372576733.0
1053,,"Huntington Beach, CA",,False,JUSTINvincible5,neg,When you find out your friend is on team instinct https://t.co/HKiZULrN1t,2555236794.0
1054,,"Florida, USA",,False,Erza_Aegislash,,"@markiplier since team instinct doesn't know what gyms are, that blue tower and that red tower, they're gyms https://t.co/GhWX7wp7n9",2869099335.0
1055,,"Austin, TX",,False,PokemonGO_ATX,pos,❄️ #TeamMystic  https://t.co/U7XKwF74uv,7.511255895500718e+17
1056,,"Austin, TX",,False,PokemonGO_ATX,pos,🔥 #TeamValor  https://t.co/tqAK2SINJi,7.511255895500718e+17
1057,,"Inglewood-Finn Hill, WA",,False,TojoTheThief,pos,@iDraggie that's what team valor is! :P,88100501.0
1058,,"Franklin, TN",,False,darby_stielstra,pos,When you and your BF own a gym together #goals #TeamValor @FunnyPokemon https://t.co/klI84C0DDT,1359397958.0
1059,,"Sandusky, OH",,False,apathetic22,pos,@PokemonGoNews super cool it worked for me #PokemonGO #TeamValor https://t.co/NzCYeNblUd,991387489.0
1060,,"Richmond, IN",,False,elldoubleyou17,pos,#TeamInstinct,393604293.0
1061,,"Centerville, OH",,False,gamer4ever1996,pos,"We need to make Team Mystic T-shirts. Black, and white. On the front, our team logo. On the back, it says ""Team Mystic"" #JustMysticThings",2317765596.0
1062,,"Chicago, IL",,False,pmmmooney,neg,@Joe_Lostoski making team mystic look back over there Joe #GoBigOrGoHome,77398268.0
1063,,"San Antonio, TX",,False,VTheMighty,pos,"I mean, I dyed my hair blonde for #TeamInstinct , what else shows spirit!",2471455412.0
1064,,"Farmington, CT",,False,mrleedles,pos,"@MmmGorgeous @UpUpDwnDwn @XavierWoodsPhD @El_Murpho Breeze, you've gone up in my fave gamer superstars just for that. Finally, team instinct",2288542747.0
1065,-80.8473,"Charlotte, NC",35.227,False,viracbou,pos,Had fun at Pokemon Go meet at uptown last night!! #teamvalor @ Romare Bearden Park https://t.co/uMaFzSugYY,26585975.0
1066,,"Florida, USA",,False,KristyneMarie,neg,"Okay, I'm not saying every person on #TeamValor is a dick, but I am saying that every dick #PokemonGO player that I've met is #TeamValor. 😒🚫",57814803.0
1067,,"Philadelphia, PA",,False,derekjones198,pos,100% on #TeamValor #GoRed #Pokemon,583028651.0
1068,,"Sand Springs, OK",,False,HenryWalblay,pos,@LorenKenzie_ Team instinct??,1598806670.0
1069,,"Sandusky, OH",,False,apathetic22,pos,This dude cracks me up #PokemonGO #TeamValor https://t.co/VbGFnhJIIp,991387489.0
1070,-95.28912366,"Houston, TX",29.73811072,False,PerezSal12,pos,"He may be fast but not that fast. Zubat w the dodge......
#teamvalor #gottacatchemall #pokemongo… https://t.co/Wn1OerwKGv",809553350.0
1071,,"Los Angeles, CA",,False,mindymouse722,pos,@RJmakes I picked team mystic! But I don't know anything about pokemon. Or what it means to be salty.,1149822181.0
1072,,"Ohio, USA",,False,ThatAlexKinder,pos,I've never been so sure I picked the right team! #TeamMystic @SashaBanksWWE 💙 https://t.co/nNyqBKiNif,53300397.0
1073,,"Norman, OK",,False,imaHawaiian,pos,I can't do the team mystic hand sign. https://t.co/Mhq58ldA97,2777204143.0
1074,,"Chicago, IL",,False,RyanFMandelbaum,neg,I know the Pokemon go hype is subsiding but team instinct is the paste eating team,3515085202.0
1075,,"Inglewood-Finn Hill, WA",,False,TojoTheThief,pos,#TeamValor 🔥 https://t.co/JhhPMsM0Q0,88100501.0
1076,,"Hesperia, CA",,False,asherooftime,pos,When ur on the same team as @Nikita_Dragun 😍😍😍 #TeamMystic,4352655493.0
1077,,"Omaha, NE",,False,AJ_Ita,pos,#TeamInstinct,171927233.0
1078,,"San Antonio, TX",,False,VTheMighty,pos,Get me out of here now. #TeamInstinct forever. https://t.co/BCDSrxVnyF,2471455412.0
1079,,"San Antonio, TX",,False,JCAbinsay,pos,@pewdiepie thank you for being #TeamMystic I knew you were my favorite Youtuber for a reason.,1604970332.0
1080,,"Delaware, USA",,False,_Viennaiacona,pos,I feel so left out #TeamInstinct,3387275261.0
1081,,"Winter Park, FL",,False,theREALLarBear,pos,🔥 &gt; 💧⚡️ #valor,249756889.0
1082,,"Westminster, CO",,False,noahblumenberg,pos,Team Valor? Anyone?,58390779.0
1083,,"Santa Maria, CA",,False,GoldieMikeyx,pos,#TeamInstinct https://t.co/n2Wrlh2joS,190548279.0
1084,,"Florida, USA",,False,chrisdevera,pos,finally caught his elusive ass ln too lol love that he's the only one that says his name #PokemonGO #TeamMystic https://t.co/fIxrvzGOjI,23396735.0
1085,,"Bayou Cane, LA",,False,SteveAllen010,pos,Got that #dikespike #TeamBlue #TeamMystic #PokemonGO #pok https://t.co/LqNMfyOfqB,369936591.0
1086,,"Florida, USA",,False,chrisdevera,pos,the ⭐️ ones were all caught on last night's #PokemonGO hunt! officially caught 500 &amp; lvld frm 14to16 ✊🏽 #TeamMystic https://t.co/FTHGsQwqWj,23396735.0
1087,,"Long Beach, CA",,False,davoolson,pos,@ladygaga The TRUE reason Lady Gaga was pulled over was really because she was actually playing #PokemonGo #Instinct https://t.co/3VH2Lq4I8e,245047750.0
1088,,"West Milton, OH",,False,JacobeKiley,pos,#TeamMystic https://t.co/W2e3DVxxEg,2298162923.0
1089,,"New York, USA",,False,logandeneuville,pos,Team mystic bitches,3401235778.0
1090,,"Arkansas, USA",,False,Fobushy,pos,I think I'm literally the only Team Instinct in Mboro. My best comeback so far is just driving past gyms and yelling GOLD TEAM RULES @ kids,1470249806.0
1091,-74.07124271,"Seaside Heights, NJ",39.94150882,False,IraMalonne,pos,"Best team 😌💙❄🐦
So in love with this top #pokemongo #teammystic @ Seaside Heights Beach &amp; Boardwalk https://t.co/GI5jVa3Rr5",2494535294.0
1092,,"Surprise, AZ",,False,ProfessionalEli,neg,Team Instinct was a terrible choice... ://,4472036772.0
1093,,"Pittsburgh, PA",,False,TeamMysticPGH,pos,#TeamMystic I hated that I had to leave the meet up early. I owe you another marvelous one. #PokemonGo,7.521856094820352e+17
1094,,"Florida, USA",,False,JaymieVan,,@rathumanoid team instinct has a gyrados at the church near my house and it has over 1000cp and I'm not trynna fight that lmao,1942375298.0
1095,,"Portland, OR",,False,dennyisdirty,pos,Team instinct! Just sayin',1670569477.0
1096,,"Anaheim, CA",,False,Carlololo_,pos,@Carlololo_ UPDATE: Team Valor still holds Sleeping Beauty's Castle https://t.co/I26ARwLI5v,772427802.0
1097,,"Bloomington, MN",,False,brybryddj,pos,#PokeGoMOA TEAM VALOR!! @mallofamerica https://t.co/tN2eWqyYt3,2300350285.0
1098,,"Del Aire, CA",,False,yessicawithaj,pos,Team Mystic but how tf...... https://t.co/9k6CG3MN3g,3316342663.0
1099,,"San Antonio, TX",,False,AskYourMom_69,pos,@TeamValorPKGO #TeamValor 🤘✊🔥,41284168.0
1100,,"Austin, TX",,False,PokemonGO_ATX,pos,💛⚡️ #TeamInstinct  https://t.co/bX04YWgXBH,7.511255895500718e+17
1101,,"Pittsburg, CA",,False,renzogelico,pos,"Officially the leader of a level 10 gym 💪🏽 

Come join my team!

#PokemonGO #TeamValor https://t.co/IXUDvGsRZw",29925066.0
1102,,"Central Islip, NY",,False,StoneyMagoney,pos,@Mr_Pangus pussy. #TeamValor,2163569056.0
1103,,"Texas, USA",,False,mattyjames22,pos,Team instinct all day https://t.co/sd3fMTjZvy,506484533.0
1104,,"Clermont, FL",,False,AshleyKaiba,pos,@SashaBanksWWE knows what's up 😏 #TeamMystic  https://t.co/kzPjoEVgz8,60718533.0
1105,-74.01135769,"Manhattan, NY",40.72951089,False,hot_on_a_dime,pos,We caught a super rare Pokemon: Bassetaur CP 378 #TeamValor @ Pier 40 Hudson River Park https://t.co/Bh0i8x8nlN,18733322.0
1106,,"Golden Gate, FL",,False,rebAReis,pos,My little brother just told me he's joining me on Team Mystic. https://t.co/kr3ZtYHxcx,16425778.0
1107,,"Anaheim, CA",,False,Ashleypurmort,pos,@Amazing_Audrey #mystic,430009260.0
1108,,"Illinois, USA",,False,kimberlyTochima,pos,Yess #TeamMystic https://t.co/DXGbaom3Yk,1541528455.0
1109,,"St Petersburg, FL",,False,jennyelainecos,pos,My first gym! Woohoo! :D #pokemongo #teamvalor #gymleader https://t.co/dA2PPHW2OG,3439713028.0
1110,,"Lyndon, KY",,False,GoodluckKyle,,Your mcm is on Team Mystic,474520531.0
1111,,"Michigan, USA",,False,SethHay,pos,#PokemonGO gyms are pretty fun but winning them don't last long &amp; waste a lot of items. Problem being a rare team in areas #TeamInstinct,18877008.0
1112,,"Lockport, NY",,False,mrose695,pos,I want everyone to know I've changed my opinion on Pokémon Go and I'm obsessed #TeamValor,331385908.0
1113,,"Columbus, OH",,False,limewiredotcom,pos,"favorite finds in Ohio so far. a little lower CP than I'd hoped, but they're lovers not fighters... #TeamInstinct ⚡️ https://t.co/bZThGLI3Fu",16943185.0
1114,,"Tulsa, OK",,False,ChickDakota,pos,So #TeamInstinct takin over Tulsa bitches @KevsBakesale I heard we've got holdenville to!,2938728194.0
1115,,"Bridgeport, CT",,False,spiger87,pos,@TeamInstinct_Go thinking of doing a team instinct get together day if interested let me know there's a bunch of places we can go,1945806409.0
1116,,"West Allis, WI",,False,Nerd_G,pos,Team instinct taking over West Allis,298737104.0
1117,,"Rosemead, CA",,False,ChrisDuhDoo,,@vincestaples are u team mystic,1376492582.0
1118,,"Rosemead, CA",,False,ChrisDuhDoo,,@YG are u team valor,1376492582.0
1119,,"Portland, OR",,False,bee_hammer23,pos,@Breeyawnah @not_kendall talk is cheap. -TEAM VALOR NAYSH!- https://t.co/pDdr73TkDT,2923026728.0
1120,,"Texas, USA",,False,brysonznasty,pos,@jhumphries77 fuck you die slow team mystic till I die!,1005489896.0
1121,,"Phoenix, AZ",,False,Vspotcat,pos,Would be nice if #PokemonGo would stop freezing everytime I catch a Pokemon :( #TeamInstinct,7.413442070511985e+17
1122,-99.28179407,"Texas, USA",29.64954021,False,AlmaAminta,pos,#TeamBlue ICY Camp 2016 @ Tarpley Retreat Center https://t.co/2U6zveUYe2,381846543.0
1123,,"Buffalo, NY",,False,crisscrossjess,pos,Team Instinct!,354340990.0
1124,,"Florida, USA",,False,FarisfromDisney,pos,#TeamValor #Level20 #PokemonGo #PokemonMaster https://t.co/VDJu6N8xU6,464894732.0
1125,,"Santa Clarita, CA",,False,NewAgeSensei,pos,#TeamMystic https://t.co/lEArnZLH91,3183515076.0
1126,,"California, USA",,False,ayanonamon,pos,Pokémon love floating above the Buddha. #TeamMystic https://t.co/34IFFEdRQ8,7.543915581079675e+17
1127,,"Burke, VA",,False,BryBryNewin,pos,awesome how most my cousins joined team instinct too and we didnt even coordinate,509632856.0
1128,,"Alma, MI",,False,MG_MEGALODON,pos,SO MANY POKÉSTOPS!! I'm taking over Alma today! #PokémonGo #TeamValor https://t.co/dKX5urtFNy,7.431123520826327e+17
1129,,"Melbourne, FL",,False,rainbowducklove,pos,@danisnotonfire What PokemonGo team are you on? Im on team mystic.,2945675390.0
1130,,"Riverview, FL",,False,therealyungdame,,Smh #TeamValor  https://t.co/5KsstjnRqi,818526702.0
1131,,"Miramar Beach, FL",,False,JeaniFolf,pos,"Got these two babies last night leaving the beach 👌
#TeamInstinct ⚡️💛⚡️ https://t.co/vrvqwblvlT",185482125.0
1132,,"California, USA",,False,ayanonagon,pos,My Pokémon Go obsession is real. Made a dedicated Twitter account. #TeamMystic 😅 https://t.co/aLhIumW71q,21150267.0
1133,,"Mystic, CT",,False,tenzin_chenyi,pos,Mystic aquarium takes pokemon go so seriously😭😭 #teammystic,98819760.0
1134,,"North Carolina, USA",,False,MarksOnTheMark,pos,❤#TeamValor #TeamKristina https://t.co/IOOX7MRUAc,90087380.0
1135,,"Pittsburg, KS",,False,RachelCFolk,pos,TEAM INSTINCT,261370268.0
1136,-121.85762549,"San Jose, CA",37.36131004,False,JJunkAFunk,pos,#teaminstinct FTW #pokemongo @ Da Klub https://t.co/uVQg1fUr2q,3019157814.0
1137,,"Anthem, AZ",,False,PaperDoll26,pos,I just ran around the neighborhood with no shoes on and an oversized spider man shirt to catch a Pokemon #valor 😂,2628345877.0
1138,,"Moreno Valley, CA",,False,Dollface12089,pos,"I didn't know about the teams and that I needed to choose one, I'm always going to be associated with water #TeamMystic",1075645098.0
1139,,"Fresno, CA",,False,pepperjack17,,"Whoever says that fraternities are like gangs haven't seen those PokémonGo teams, those team Valor boi's will beat your ass for to Squirtels",801806088.0
1140,-74.27296679999998,"Rahway, NJ",40.6059552,False,ItsMikeRosa,pos,A teacup sized Eevee appeared! #PokemonGo #TeamInstinct #gaymerbase #gaygeek #gaymer @ River Place https://t.co/WSGZl6H80O,46652756.0
1141,,"Greensboro, NC",,False,leana9101,,and suddenly this guy popped out and yelled GO TEAM VALOR!!! XD,37068730.0
1142,,"Cleveland, OH",,False,MostLikelyJoe,pos,Shout out to #TeamMystic for the great Saturday night Pokémon Go shenanigans! Columbus Bar Crawl = Success!,16844914.0
1143,,"Georgia, USA",,False,ChildersAly,pos,Just took over a gym and then 5 other team valor people left Pokemon to defend it. #TeamValor,2349987166.0
1144,,"New Haven, CT",,False,thejezebelly,pos,watercolored my fav 😋🤗 pm or email me if u want me to paint you a pokemon #pokemongo #teammystic #psyduck  #art https://t.co/dUOucER1Rt,604618443.0
1145,,"Norwich, CT",,False,_AnthonyGreen,pos,🔴🔴🔴🔴🔴🔴🔴🔴 #PokemonGO #valor https://t.co/Xe3XHflxIi,139149578.0
1146,-99.28179407,"Texas, USA",29.64954021,False,AlmaAminta,pos,ICY Camp 2016 #TeamBlue @ Tarpley Retreat Center https://t.co/kO4DfQ6yi5,381846543.0
1147,,"Georgia, USA",,False,DivaDoge,pos,"@DivaDoge I don't give a damn, more attention for me. Atleast I made it outside. #TeamInstinct #exercisego",1654482829.0
1148,-87.76199061,"Cicero, IL",41.8243383,False,ThePrydeParade,pos,Finally got to finish a fight without it freezing. I own this #pokemongo #teammystic #magicarp @… https://t.co/pT0Cn5GqRb,366097857.0
1149,,"Agnew, Santa Clara",,False,iStricer,pos,"@MintamenaPie Could only find a 12 pack, so I'll share the other 11 with fellow Team Mystic players this Wednesday :)",33448971.0
1150,,"Redlands, CO",,False,27jmart27,pos,Just pretended to be part of a Mormon congregation to get close enough to their Church in Order to take over that Pokemon gym. #TeamMystic,250644767.0
1151,,"Marion, IL",,False,spencerlundgren,pos,#TeamInstinct takeover part 2!! https://t.co/h3P2DTJHSD,460703057.0
1152,,"Tacoma, WA",,False,MLDBanks,pos,"👏 👏 👏 👌

#PokemonGO #TeamValor https://t.co/dXTPaqBbfn",272512153.0
1153,,"Tennessee, USA",,False,blacktshirtz,pos,Last but not least #PokemonGO #TeamValor https://t.co/upryyPHfxv,426260441.0
1154,,"Asheville, NC",,False,JulienMelissas,pos,The Pokémon gym right by my house is #TeamInstinct and I'm ecstatic 😁,347604023.0
1155,,"DeKalb, IL",,False,JunaeBenne,pos,@TatianaKing ayyy #TeamValor,197078886.0
1156,,"Alpha, NJ",,False,fairdefeat,pos,i told a girl i was team mystic on tinder and she unmatched me,247920545.0
1157,,"South Carolina, USA",,False,DillweedMcQueen,pos,"This was a thing that Sarah, Sam and I found in Columbia #TeamValor @yesterdayssc https://t.co/q9HRvNyyRB",272753664.0
1158,-93.24216843,"Bloomington, MN",44.85428684,False,danioohs,pos,#teammystic #pokegomoa @ Mall of America https://t.co/qtvjBAA9xm,125961929.0
1159,,"San Antonio, TX",,False,jacob_casarez3,,There's not a day that goes by that I don't regret picking team instinct,7.489784160035922e+17
1160,,"Huntingburg, IN",,False,MichalMonroeXIV,pos,Congrats @PettyMason160 for being the Huntingburg gym leader! #teamyellow,4056379336.0
1161,,"Maryville, TN",,False,rbennett422,pos,Nothing can tame me now. 😎 #PokémonGO #TeamMystic https://t.co/LY6xC6KI5o,478034679.0
1162,,"California, USA",,False,ayanonamon,pos,Caught an Eevee during my morning run and evolved another to a Vaporeon! #TeamMystic 💙💪🏼 https://t.co/sKr9b4Ltj7,7.543915581079675e+17
1163,,Zen Tea,,False,SuperheroNerd89,pos,SCORE for #TeamMystic @TeamMysticGA just took over this gym #PokemonGO #trainerlife #pokemontrainer https://t.co/bV277gBacS,3107620075.0
1164,,"St Charles, MO",,False,JocoGent,pos,The decision has been made. #TeamValor https://t.co/rYjc0WlGL5,42074350.0
1165,-86.36635446,"Murfreesboro, TN",35.84965789,False,ValerieBreshear,pos,This is what the center of #MTSU looks like on #pokemongo #pokemongotn #teamvalor #valornation @… https://t.co/MurvBBZ25c,3332611683.0
1166,,"Braden River, FL",,False,Synge2050,pos,Shibby said to join team mystic. I have no choice.,45734041.0
